transaction_id,customer_name,restaurant,category,country,quantity,unit_price,rating,transaction_date
65,Customer_2245,Dominos,Pizza,Singapore,8,1666.36,2.0,2025-03-12
66,Customer_1136,Subway,Sandwich,India,5,2479.43,3.9,2025-10-14
67,Customer_1113,Burger King,Burger,Sri Lanka,3,1178.74,2.5,2024-08-28
68,Customer_2894,KFC,Fast Food,Singapore,7,1988.97,2.9,2024-06-05
69,Customer_848,Dominos,Sandwich,Sri Lanka,10,2211.71,1.0,2024-03-04
70,Customer_1224,Dominos,Sandwich,India,8,1487.4,2.7,2024-12-26
71,Customer_1593,Burger King,Sandwich,India,8,4637.94,4.9,2024-01-30
72,Customer_111,Dominos,Fast Food,Sri Lanka,7,1110.65,2.8,2025-06-30
73,Customer_1066,Dominos,Burger,India,8,1970.81,4.0,2024-02-21
74,Customer_1140,Dominos,Burger,Sri Lanka,8,587.22,3.2,2025-01-23
75,Customer_919,Pizza Hut,Fast Food,Sri Lanka,4,1397.12,1.1,2024-12-24
76,Customer_978,KFC,Sandwich,Sri Lanka,10,4764.91,2.9,2024-06-05
77,Customer_1511,KFC,Fast Food,India,5,986.44,1.1,2024-09-19
78,Customer_2359,Dominos,Sandwich,India,2,3164.44,4.3,2024-11-15
79,Customer_418,Burger King,Fast Food,Sri Lanka,6,2897.35,3.6,2024-09-05
80,Customer_2073,Burger King,Fast Food,Singapore,8,974.92,4.8,2024-03-11
81,Customer_1884,KFC,Sandwich,India,9,4844.63,2.1,2025-10-12
82,Customer_2205,Dominos,Sandwich,Singapore,10,1707.78,4.4,2026-04-07
83,Customer_355,Burger King,Sandwich,India,8,3064.32,3.7,2026-04-30
84,Customer_118,Dominos,Burger,India,8,1454.54,4.2,2024-12-10
85,Customer_1146,Subway,Burger,Sri Lanka,9,4766.28,1.3,2024-12-14
86,Customer_1665,Dominos,Pizza,Singapore,8,2516.79,1.1,2026-01-07
87,Customer_908,Dominos,Pizza,Australia,10,2160.59,3.2,2024-10-28
88,Customer_1743,Subway,Burger,Australia,8,1719.12,2.0,2024-12-18
89,Customer_2955,KFC,Burger,Sri Lanka,9,4778.95,3.8,2024-05-03
90,Customer_887,Dominos,Burger,Australia,2,4246.83,2.2,2024-07-15
91,Customer_735,Burger King,Fast Food,India,5,704.82,1.2,2025-01-04
92,Customer_2857,KFC,Sandwich,Sri Lanka,1,3083.29,2.9,2024-10-26
93,Customer_1396,KFC,Fast Food,Australia,8,1013.39,1.3,2025-03-27
94,Customer_304,Subway,Fast Food,India,3,4150.14,4.8,2025-05-18
95,Customer_1017,Pizza Hut,Sandwich,India,9,2211.7,4.6,2024-03-28
96,Customer_2411,Dominos,Burger,Sri Lanka,10,4820.49,1.4,2024-10-31
97,Customer_852,KFC,Burger,Sri Lanka,3,1579.39,3.2,2026-02-20
98,Customer_11,Dominos,Sandwich,Singapore,5,646.88,2.2,2024-06-09
99,Customer_2880,Dominos,Fast Food,India,5,4045.23,3.5,2024-10-16
100,Customer_811,Dominos,Fast Food,India,3,4587.85,4.3,2025-11-08
101,Customer_245,KFC,Burger,,8,1059.59,3.8,2024-03-14
102,Customer_1649,Burger King,Sandwich,Singapore,2,3191.16,4.6,2025-12-17
103,Customer_1321,Subway,Burger,Sri Lanka,2,1530.16,3.7,2026-01-22
104,Customer_2357,Subway,Fast Food,Australia,10,681.04,4.0,2026-05-31
105,Customer_2126,Dominos,Burger,India,10,2461.48,4.3,2025-04-26
106,Customer_1926,Burger King,Sandwich,Australia,6,3515.6,4.4,2024-04-03
107,Customer_1687,Dominos,Burger,Singapore,9,665.14,1.4,2024-12-03
108,Customer_1325,Pizza Hut,Sandwich,Sri Lanka,9,2578.89,1.2,2024-09-15
109,Customer_1482,Subway,Sandwich,Singapore,1,1416.01,3.2,2025-06-14
110,Customer_1795,Dominos,Fast Food,Sri Lanka,10,4096.91,3.8,2024-10-21
111,Customer_2257,Pizza Hut,Sandwich,Sri Lanka,4,4965.16,4.7,2024-11-14
112,Customer_482,KFC,Sandwich,Australia,9,3674.35,2.7,2025-04-17
113,Customer_1935,KFC,Sandwich,India,7,1357.75,3.4,2025-05-09
114,Customer_560,Pizza Hut,Burger,Singapore,6,4704.12,3.0,2026-02-03
115,Customer_11,Burger King,Burger,Singapore,3,2509.46,2.9,2026-04-20
116,Customer_2261,Subway,Sandwich,Singapore,6,4413.21,4.9,2024-12-06
117,Customer_2343,Dominos,Pizza,Singapore,1,1931.79,2.9,2024-09-01
118,Customer_1562,Dominos,Pizza,Singapore,1,1068.11,4.9,2026-04-10
119,Customer_412,Dominos,Fast Food,Singapore,1,3751.0,2.6,2024-12-05
120,Customer_633,Pizza Hut,Sandwich,Australia,6,3304.67,2.6,2025-11-01
121,Customer_1346,Subway,Sandwich,Australia,8,4425.72,1.1,2024-03-23
122,Customer_962,Burger King,Pizza,Sri Lanka,7,4902.52,4.0,2024-03-11
123,Customer_412,Dominos,Pizza,Australia,1,706.96,4.2,2025-12-21
124,Customer_1469,Burger King,Sandwich,India,4,2890.25,3.3,2024-10-27
125,Customer_738,KFC,Pizza,Sri Lanka,10,4418.78,3.5,2026-03-22
126,Customer_2039,Subway,Pizza,India,8,3370.57,2.8,2024-09-03
127,Customer_39,Dominos,Burger,India,2,2487.78,2.4,2025-11-13
128,Customer_1226,Dominos,Burger,Singapore,5,1396.48,2.5,2025-08-24
129,Customer_437,KFC,Sandwich,Australia,10,1831.43,3.8,2025-05-09
130,Customer_2697,Dominos,Burger,Sri Lanka,10,4392.8,4.1,2024-01-23
131,Customer_2484,Dominos,Burger,India,10,4108.69,1.9,2024-02-20
132,Customer_2544,Burger King,Pizza,Sri Lanka,1,1890.2,2.8,2024-07-13
133,Customer_1495,KFC,Fast Food,Australia,6,3863.66,1.7,2025-08-16
134,Customer_2210,Burger King,Burger,India,5,4613.22,4.8,2024-05-15
135,Customer_1209,Burger King,Fast Food,Singapore,2,1133.41,4.9,2026-04-05
136,Customer_2771,Dominos,Burger,Sri Lanka,7,562.63,3.1,2026-05-30
137,Customer_1510,Burger King,Sandwich,Australia,2,3536.76,2.9,2025-04-10
138,Customer_2300,Burger King,Pizza,Sri Lanka,8,4592.24,2.2,2025-09-26
139,Customer_478,KFC,Fast Food,Sri Lanka,5,4981.67,1.5,2025-02-22
140,Customer_2202,KFC,Sandwich,Singapore,6,3517.19,4.0,2024-08-28
141,Customer_1717,Subway,Pizza,Singapore,2,4251.62,3.5,2025-07-07
142,Customer_135,Burger King,Pizza,Singapore,8,4777.5,4.4,2024-10-13
143,Customer_2809,Burger King,Burger,Sri Lanka,7,1741.47,4.9,2024-04-11
144,Customer_1863,Pizza Hut,Pizza,Sri Lanka,1,4040.58,2.0,2026-05-18
145,Customer_2313,KFC,Fast Food,India,10,1471.78,4.5,2024-05-08
146,Customer_605,Subway,Fast Food,Australia,3,4943.87,3.2,2024-12-02
147,Customer_715,Pizza Hut,Fast Food,India,1,2112.09,4.2,2026-03-28
148,Customer_1327,Pizza Hut,Pizza,Australia,1,1070.41,2.7,2025-08-25
149,Customer_261,Dominos,Sandwich,Australia,9,3171.5,2.8,2024-04-26
150,Customer_2520,Pizza Hut,Burger,Singapore,1,773.71,2.9,2024-08-14
151,Customer_1747,Pizza Hut,Sandwich,Singapore,2,4546.7,2.3,2025-02-15
152,Customer_270,KFC,Burger,Australia,7,4975.82,3.1,2024-05-31
153,Customer_2071,Subway,Sandwich,Sri Lanka,2,4337.57,3.6,2025-04-09
154,Customer_2259,KFC,Sandwich,Singapore,4,2362.16,4.3,2026-02-26
155,Customer_1704,Pizza Hut,Burger,Singapore,6,3492.99,2.5,2025-02-12
156,Customer_2814,Dominos,Fast Food,Sri Lanka,2,919.54,1.4,2024-06-05
157,Customer_1527,KFC,Fast Food,Australia,2,2348.64,4.5,2026-01-26
158,Customer_1733,Pizza Hut,Burger,Australia,6,966.2,3.0,2026-02-07
159,Customer_2690,Dominos,Pizza,Sri Lanka,6,4304.18,2.5,2024-06-07
160,Customer_1142,Subway,Pizza,Singapore,9,4885.46,4.3,2026-02-19
161,Customer_2765,Subway,Fast Food,Australia,1,1311.87,3.8,2025-09-20
162,Customer_1392,Burger King,Fast Food,India,3,3048.44,2.6,2024-11-12
163,Customer_2594,Pizza Hut,Fast Food,India,7,2389.25,2.4,2024-05-25
164,Customer_1277,Burger King,Fast Food,Sri Lanka,3,1208.34,3.5,2025-01-13
165,Customer_335,Burger King,Sandwich,Singapore,8,3231.84,2.7,2025-11-21
166,Customer_2099,Pizza Hut,Burger,Singapore,2,1774.61,3.7,2024-08-08
167,Customer_2159,Burger King,Fast Food,India,7,4930.01,1.2,2025-05-13
168,Customer_1235,KFC,Pizza,Australia,5,1976.55,1.0,2024-07-28
169,Customer_1764,KFC,Pizza,Singapore,9,3666.52,3.0,2026-02-03
170,Customer_2737,Burger King,Fast Food,Singapore,1,2462.99,2.8,2026-05-03
171,Customer_1283,Subway,Sandwich,Singapore,7,1802.82,2.6,2024-03-20
172,Customer_704,Subway,Sandwich,Australia,2,2465.2,1.4,2024-11-28
173,Customer_2413,Dominos,Fast Food,Singapore,5,3856.12,1.9,2025-03-22
174,Customer_689,Pizza Hut,Fast Food,India,6,2079.95,4.8,2026-03-08
175,Customer_605,KFC,Fast Food,India,5,1387.72,3.4,2025-10-22
176,Customer_2685,Pizza Hut,Pizza,Singapore,8,3895.01,4.0,2026-02-17
177,Customer_2790,Subway,Burger,Australia,3,2478.93,2.9,2025-04-04
178,Customer_1241,Burger King,Fast Food,Australia,9,833.86,2.8,2025-10-08
179,Customer_234,Burger King,Burger,Sri Lanka,2,3267.54,3.0,2024-02-08
180,Customer_2378,Subway,Fast Food,Singapore,10,3433.27,2.3,2025-04-18
181,Customer_2054,KFC,Fast Food,Singapore,2,4149.35,4.3,2025-05-02
182,Customer_346,Subway,Pizza,Sri Lanka,4,3684.3,5.0,2026-01-01
183,Customer_2142,Subway,Pizza,Australia,6,4630.72,2.5,2025-06-20
184,Customer_1386,Subway,Fast Food,Australia,2,1983.61,3.2,2026-03-04
185,Customer_1164,Burger King,Pizza,Australia,2,3122.33,1.6,2025-01-30
186,Customer_1271,Dominos,Pizza,Sri Lanka,5,3015.15,3.6,2024-12-24
187,Customer_524,Subway,Fast Food,Singapore,9,2128.23,2.5,2024-12-02
188,Customer_878,Burger King,Sandwich,India,4,4999.89,1.6,2024-07-03
189,Customer_415,Subway,Fast Food,Australia,10,1089.72,2.5,2024-10-29
190,Customer_741,Subway,Pizza,Singapore,1,2348.86,3.7,2024-06-15
191,Customer_1820,Subway,Burger,Singapore,4,2903.05,2.2,2024-08-31
192,Customer_1922,KFC,Burger,Singapore,8,3962.47,4.1,2026-04-08
193,Customer_2161,Dominos,Pizza,India,10,1122.79,2.0,2025-05-29
194,Customer_1969,Burger King,Fast Food,Sri Lanka,5,877.44,1.6,2025-10-18
195,Customer_2103,KFC,Sandwich,Sri Lanka,4,4175.16,4.5,2025-04-05
196,Customer_1700,Pizza Hut,Sandwich,Australia,4,2237.75,1.3,2024-01-28
197,Customer_116,Burger King,Fast Food,Australia,3,1119.2,2.1,2024-08-17
198,Customer_1936,KFC,Sandwich,Singapore,10,523.63,1.3,2026-04-29
199,Customer_884,KFC,Sandwich,Sri Lanka,5,1569.38,1.5,2024-09-19
200,Customer_1720,Subway,Sandwich,Sri Lanka,2,4265.09,3.0,2024-09-01
201,Customer_68,Subway,Pizza,India,5,2431.58,3.5,2025-07-02
202,Customer_2338,Dominos,Pizza,Sri Lanka,9,4885.95,1.3,2024-09-03
203,Customer_2229,Subway,Fast Food,Singapore,8,695.9,2.5,2025-06-22
204,Customer_1039,Pizza Hut,Burger,Sri Lanka,6,1585.07,3.6,2025-01-17
205,Customer_2384,Burger King,Pizza,Sri Lanka,6,2957.06,4.3,2024-04-16
206,Customer_2805,Dominos,Sandwich,India,3,783.95,4.1,2024-06-28
207,Customer_152,Burger King,Pizza,Sri Lanka,4,4486.06,2.3,2025-04-13
208,Customer_2112,Dominos,Sandwich,Australia,1,3889.81,1.8,2024-11-13
209,Customer_196,Burger King,Burger,Sri Lanka,6,2466.28,2.6,2024-12-31
210,Customer_1584,Burger King,Pizza,Singapore,8,2153.06,4.2,2025-03-26
211,Customer_339,Dominos,Fast Food,Singapore,10,4977.94,1.7,2024-09-30
212,Customer_1316,Pizza Hut,Fast Food,Australia,5,1879.23,3.4,2024-10-27
213,Customer_683,Dominos,Burger,Singapore,1,3770.66,4.6,2025-03-12
214,Customer_1782,Burger King,Fast Food,Sri Lanka,7,2134.9,4.2,2025-09-21
215,Customer_656,Pizza Hut,Pizza,Singapore,1,1068.04,1.9,2025-11-26
216,Customer_1501,Burger King,Sandwich,Sri Lanka,10,1190.47,2.8,2025-10-22
217,Customer_1524,Dominos,Fast Food,India,9,2151.27,2.3,2025-01-14
218,Customer_1023,Pizza Hut,Fast Food,India,8,2829.85,4.7,2024-10-12
219,Customer_1073,Burger King,Sandwich,India,10,1785.1,4.7,2024-04-30
220,Customer_820,Pizza Hut,Pizza,Sri Lanka,8,1276.95,3.9,2025-05-17
221,Customer_2794,Burger King,Burger,Sri Lanka,9,2939.77,4.6,2024-03-30
222,Customer_646,KFC,Burger,India,2,4933.1,4.2,2026-05-21
223,Customer_2024,Pizza Hut,Burger,Australia,8,4116.48,3.2,2024-08-30
224,Customer_354,Pizza Hut,Burger,Singapore,8,2865.63,4.1,2025-09-18
225,Customer_2355,Pizza Hut,Pizza,Australia,2,2524.89,3.7,2026-04-23
226,Customer_526,Subway,Pizza,India,7,2762.89,4.5,2024-12-18
227,Customer_509,Subway,Pizza,Australia,3,1228.85,4.7,2026-05-01
228,Customer_1418,Subway,Burger,Sri Lanka,5,1383.36,4.8,2024-08-18
229,Customer_513,Burger King,Fast Food,India,10,4737.23,1.6,2024-10-08
230,Customer_2558,Subway,Burger,Sri Lanka,1,865.5,4.8,2025-11-05
231,Customer_2363,Burger King,Pizza,Singapore,10,3375.46,3.0,2026-02-28
232,Customer_2235,Burger King,Burger,Singapore,4,4121.1,3.7,2025-10-04
233,Customer_1858,Pizza Hut,Fast Food,India,8,2370.3,2.9,2024-10-31
234,Customer_2485,KFC,Burger,Australia,6,4889.18,1.5,2024-12-14
235,Customer_2110,Subway,Fast Food,Australia,4,2599.13,2.1,2025-01-14
236,Customer_578,Pizza Hut,Fast Food,Australia,7,4388.74,2.7,2024-09-10
237,Customer_655,Burger King,Burger,India,3,2742.19,3.1,2026-06-05
238,Customer_1264,Dominos,Fast Food,Sri Lanka,7,2774.5,4.9,2025-05-25
239,Customer_2390,Burger King,Fast Food,Sri Lanka,5,2727.02,4.5,2024-08-08
240,Customer_2755,Dominos,Burger,Sri Lanka,2,2439.17,4.5,2025-10-31
241,Customer_1499,Dominos,Burger,Sri Lanka,7,730.21,3.2,2026-01-14
242,Customer_2267,Burger King,Fast Food,Singapore,9,2526.59,3.2,2025-01-06
243,Customer_2553,Subway,Fast Food,India,2,2272.57,4.2,2026-04-25
244,Customer_2285,Burger King,Pizza,India,10,2791.05,3.0,2024-12-13
245,Customer_160,KFC,Burger,Singapore,9,2556.45,3.4,2024-02-16
246,Customer_573,Burger King,Burger,India,7,4957.77,4.0,2025-06-11
247,Customer_2432,Burger King,Sandwich,Australia,8,4170.87,2.5,2024-11-02
248,Customer_449,Dominos,Burger,Sri Lanka,10,2635.66,4.9,2025-11-20
249,Customer_2370,Subway,Pizza,Sri Lanka,10,2662.02,3.1,2026-03-12
250,Customer_2539,Dominos,Pizza,India,1,3076.57,3.8,2026-01-08
251,Customer_78,Dominos,Burger,Singapore,3,2358.32,1.8,2024-07-14
252,Customer_2505,Dominos,Fast Food,India,9,1433.04,2.3,2025-05-28
253,Customer_1960,Subway,Sandwich,Australia,3,2568.49,3.1,2025-11-09
254,Customer_1452,Burger King,Sandwich,India,4,1755.53,2.2,2025-07-13
255,Customer_1184,KFC,Sandwich,Australia,8,2069.61,4.7,2024-10-31
256,Customer_2956,Burger King,Burger,Sri Lanka,10,3544.8,2.5,2026-03-25
257,Customer_1414,KFC,Burger,Sri Lanka,5,4798.91,1.3,2025-02-08
258,Customer_2687,Burger King,Sandwich,India,4,4225.78,2.1,2025-03-28
259,Customer_2852,Burger King,Pizza,Sri Lanka,10,3834.01,2.0,2025-07-29
260,Customer_2744,Subway,Pizza,India,1,950.89,2.3,2024-02-21
261,Customer_412,KFC,Fast Food,India,7,3438.02,4.5,2025-04-28
262,Customer_1956,KFC,Burger,Australia,5,3406.54,4.6,2025-05-02
263,Customer_2672,Subway,Pizza,Sri Lanka,3,2380.48,4.4,2024-04-01
264,Customer_1627,Dominos,Pizza,Australia,1,541.7,3.3,2024-02-07
265,Customer_1373,Burger King,Sandwich,Singapore,3,4329.77,2.9,2024-04-19
266,Customer_462,Burger King,Pizza,Singapore,5,3733.69,1.1,2024-07-16
267,Customer_1209,Subway,Pizza,India,10,4352.66,4.6,2024-12-11
268,Customer_1752,Subway,Burger,Sri Lanka,7,3511.65,1.7,2026-04-26
269,Customer_1956,Burger King,Pizza,Sri Lanka,5,2226.08,2.8,2024-05-23
270,Customer_1351,Burger King,Fast Food,Australia,6,3617.46,1.2,2024-09-30
271,Customer_1907,Burger King,Pizza,Singapore,9,4653.98,4.6,2024-05-01
272,Customer_1274,Pizza Hut,Burger,Australia,10,1493.82,4.8,2026-02-27
273,Customer_628,Dominos,Burger,Singapore,9,4607.59,4.0,2025-05-04
274,Customer_2721,KFC,Pizza,Sri Lanka,9,2510.37,3.8,2026-04-01
275,Customer_2311,Pizza Hut,Fast Food,India,10,2914.97,1.7,2024-03-20
276,Customer_2132,Dominos,Fast Food,India,10,2699.73,4.6,2026-05-24
277,Customer_228,Dominos,Pizza,Singapore,8,3037.6,3.2,2025-04-01
278,Customer_1263,Pizza Hut,Sandwich,Australia,1,3856.12,3.3,2025-11-19
279,Customer_1736,Burger King,Fast Food,Sri Lanka,2,4937.62,2.9,2024-02-16
280,Customer_1675,KFC,Pizza,Singapore,6,4967.85,2.5,2024-10-20
281,Customer_1547,Dominos,Fast Food,India,6,1033.85,5.0,2026-06-09
282,Customer_2167,KFC,Pizza,Sri Lanka,1,4903.21,2.9,2025-02-06
283,Customer_2231,Dominos,Sandwich,India,4,2572.81,1.6,2026-01-06
284,Customer_2970,Pizza Hut,Fast Food,Singapore,10,3947.24,4.5,2024-07-12
285,Customer_986,KFC,Fast Food,Sri Lanka,10,651.09,3.4,2024-01-17
286,Customer_200,KFC,Fast Food,Singapore,8,1554.53,1.9,2025-12-21
287,Customer_232,KFC,Burger,India,10,1935.07,3.4,2026-06-03
288,Customer_1314,KFC,Burger,India,9,1494.69,2.2,2025-11-19
289,Customer_2281,Subway,Pizza,Singapore,9,2730.29,4.9,2024-03-03
290,Customer_2750,Dominos,Burger,Singapore,7,1171.48,2.5,2025-10-20
291,Customer_2204,Dominos,Pizza,India,5,4358.94,1.6,2026-02-11
292,Customer_237,Subway,Sandwich,Singapore,9,2884.96,2.6,2025-04-19
293,Customer_833,Burger King,Fast Food,Singapore,6,916.09,3.9,2024-09-18
294,Customer_212,Burger King,Sandwich,Sri Lanka,2,1346.73,4.0,2024-07-14
295,Customer_2751,Subway,Pizza,Singapore,4,4412.63,2.3,2026-01-11
296,Customer_868,KFC,Fast Food,Singapore,4,3630.32,3.8,2024-01-16
297,Customer_981,Subway,Burger,Australia,7,2598.13,3.6,2025-02-10
298,Customer_1072,Burger King,Sandwich,Singapore,2,4112.67,3.9,2024-11-11
299,Customer_1312,KFC,Burger,Australia,7,705.72,4.5,2026-02-18
300,Customer_598,Pizza Hut,Burger,Singapore,5,1185.85,2.3,2026-01-29
301,Customer_2334,KFC,Sandwich,Australia,5,3935.12,3.0,2025-01-23
302,Customer_2629,Dominos,Sandwich,India,6,1261.7,3.9,2026-01-10
303,Customer_754,Subway,Fast Food,Sri Lanka,2,4753.35,3.7,2025-05-15
304,Customer_27,Dominos,Pizza,India,2,3682.26,1.0,2026-02-21
305,Customer_1868,Burger King,Fast Food,Singapore,8,570.79,3.1,2025-06-01
306,Customer_49,Pizza Hut,Burger,Australia,1,2759.97,3.8,2025-02-25
307,Customer_735,Pizza Hut,Fast Food,India,4,1363.69,3.1,2025-03-16
308,Customer_1452,Burger King,Sandwich,Sri Lanka,6,4816.84,2.8,2026-04-14
309,Customer_2856,KFC,Burger,Sri Lanka,1,920.75,2.5,2024-09-06
310,Customer_1950,Pizza Hut,Fast Food,India,2,2749.36,2.7,2025-07-19
311,Customer_1357,Subway,Fast Food,Sri Lanka,4,1451.38,4.5,2026-03-14
312,Customer_1948,Burger King,Fast Food,Sri Lanka,5,4546.9,3.3,2025-08-03
313,Customer_735,Burger King,Fast Food,India,10,1148.86,4.3,2024-02-03
314,Customer_1632,Pizza Hut,Burger,India,10,1582.12,4.3,2026-04-20
315,Customer_2774,Subway,Burger,Singapore,3,4057.24,3.8,2025-02-02
316,Customer_2052,Burger King,Fast Food,Sri Lanka,7,1544.65,1.3,2024-03-21
317,Customer_2515,Subway,Sandwich,Australia,1,3353.55,4.1,2025-09-11
318,Customer_2010,KFC,Burger,Singapore,7,1335.82,3.3,2025-04-06
319,Customer_352,Subway,Burger,India,2,869.17,1.6,2025-01-24
320,Customer_2597,KFC,Sandwich,Australia,6,979.48,1.0,2025-12-29
321,Customer_1822,Burger King,Burger,Sri Lanka,3,892.84,2.7,2024-11-11
322,Customer_2273,Subway,Sandwich,Sri Lanka,1,903.28,3.2,2025-07-24
323,Customer_2450,Burger King,Sandwich,Sri Lanka,5,2362.15,4.1,2025-09-03
324,Customer_2292,KFC,Pizza,Singapore,3,1124.78,2.2,2026-01-12
325,Customer_598,Pizza Hut,Pizza,Singapore,5,2394.96,2.9,2025-05-19
326,Customer_1480,Burger King,Pizza,Singapore,10,3275.01,2.8,2024-03-19
327,Customer_1248,Pizza Hut,Sandwich,Australia,10,2209.5,4.4,2024-05-18
328,Customer_1372,Dominos,Pizza,Australia,6,3214.45,3.8,2025-03-26
329,Customer_1287,KFC,Sandwich,Australia,5,3806.93,3.5,2025-05-05
330,Customer_993,Burger King,Sandwich,Australia,7,2142.57,4.7,2025-08-12
331,Customer_2426,Subway,Pizza,Sri Lanka,8,4743.39,1.8,2024-07-23
332,Customer_1194,Pizza Hut,Sandwich,Singapore,3,3350.01,2.0,2026-03-27
333,Customer_632,Dominos,Sandwich,Sri Lanka,8,4958.15,2.9,2025-11-05
